# gosec in-CI diff-gate signature baseline: pinned gosec@v2.29.0.
# One signature per line:  rule_id <TAB> repo-relative-file <TAB> normalized-code-snippet
# (line/column deliberately excluded; snippet line-number prefixes stripped).
# Regenerate after intentionally accepting a finding:  scripts/gosec-diff-gate.sh --update
G101	pkg/plaud/config.go	// bare-argv form, which leaks the secret to ps/argv. const PlaudTokenEnvVar = "M3C_PLAUD_TOKEN"
G402	pkg/plaud/er1source.go	// SEC: only for loopback + self-signed dev cert. client.Transport = &http.Transport{TLSClientConfig: &tls.Config{InsecureSkipVerify: true}} }
G402	pkg/plaud/syncapi.go	if skipTLSVerify { transport.TLSClientConfig = &tls.Config{InsecureSkipVerify: true} }
G402	pkg/pocket/syncapi.go	if skipTLSVerify { transport.TLSClientConfig = &tls.Config{InsecureSkipVerify: true} }
G402	pkg/session/session.go	if !verify { client.Transport = &http.Transport{TLSClientConfig: &tls.Config{InsecureSkipVerify: true}} }
G402	pkg/timetracking/plmclient.go	TLSClientConfig: &tls.Config{ InsecureSkipVerify: !cfg.VerifySSL, },
G404	pkg/transcript/proxy.go	// Pick a random proxy chosen := c.Proxies[rand.Intn(len(c.Proxies))] proxyURL, err := url.Parse(chosen)
G702	cmd/poc-whisper/main.go	// Run whisper with JSON output format cmd := exec.Command(whisperPath, audioFile,
G703	cmd/docaudit/main.go	func loadConfig(path string) ([]target, error) { b, err := os.ReadFile(path) if err != nil {
G703	cmd/docaudit/main.go	out := map[string]bool{} b, err := os.ReadFile(path) if err != nil {
G703	cmd/m3c-tools/commands_shared.go	if audioPath != "" { audioData, err = os.ReadFile(audioPath) if err != nil {
G703	cmd/m3c-tools/commands_shared.go	} if err := os.WriteFile(output, data, 0600); err != nil { fmt.Fprintf(os.Stderr, "Error: could not write %s: %v\\n", output, err)
G703	cmd/m3c-tools/main.go	audioPath := filepath.Join(dir, fmt.Sprintf("audio.%s", audioFmt)) if err := os.WriteFile(audioPath, audioData, 0600); err != nil { return fmt.Errorf("write audio: %w", err)
G703	cmd/m3c-tools/main.go	dir := filepath.Join(home, "plaud-sync", recID) if err := os.MkdirAll(dir, 0700); err != nil { return fmt.Errorf("create dir: %w", err)
G703	cmd/m3c-tools/main.go	docPath := filepath.Join(dir, "fieldnote.txt") if err := os.WriteFile(docPath, []byte(compositeDoc), 0600); err != nil { return fmt.Errorf("write doc: %w", err)
G703	cmd/m3c-tools/main.go	if logDir := filepath.Dir(cfg.LogPath); logDir != "" && logDir != "." { os.MkdirAll(logDir, 0700) //nolint:errcheck // best-effort dir create; a real failure surfaces when the log file below is opened }
G703	cmd/m3c-tools/main.go	info, statErr := os.Stat(output) if statErr == nil {
G703	cmd/m3c-tools/main.go	metaPath := filepath.Join(dir, "metadata.json") if err := os.WriteFile(metaPath, metaJSON, 0600); err != nil { return fmt.Errorf("write metadata: %w", err)
G703	cmd/m3c-tools/main.go	txPath := filepath.Join(dir, "transcript.txt") if err := os.WriteFile(txPath, []byte(transcriptText), 0600); err != nil { return fmt.Errorf("write transcript: %w", err)
G703	cmd/m3c-tools/main.go	} logFile, err := os.OpenFile(cfg.LogPath, os.O_CREATE|os.O_WRONLY|os.O_APPEND, 0600) if err != nil {
G703	cmd/poc-recorder/main.go	func writeWAV(path string, samples []int16) error { f, err := os.Create(path) if err != nil {
G703	cmd/poc-recorder/main.go	info, _ := os.Stat(output) fmt.Printf(" File size: %d bytes\\n", info.Size())
G703	cmd/poc-whisper/main.go	// Verify audio file exists if _, err := os.Stat(audioFile); os.IsNotExist(err) { fmt.Fprintf(os.Stderr, "Error: audio file not found: %s\\n", audioFile)
G703	cmd/poc-whisper/main.go	jsonData, err := os.ReadFile(jsonPath) if err != nil {
G703	cmd/skillctl-demo/sandbox.go	} if err := os.WriteFile(filepath.Join(dst, name+".skb"), blob, 0o644); err != nil { return err
G703	cmd/skillctl-demo/sandbox.go	} return os.WriteFile(dst, b, 0o644) }
G703	cmd/skillctl/agentid_cmds.go	func loadAgentIDFile(path string) (*agentid.AgentID, error) { data, err := os.ReadFile(path) if err != nil {
G703	cmd/skillctl/audit_security_cmds.go	sidecarPath := filepath.Join(skillDir, registry.ProvenanceSidecarName) if data, err := os.ReadFile(sidecarPath); err == nil { var sc registry.ProvenanceSidecar
G703	cmd/skillctl/audit_security_cmds.go	skillDir := filepath.Join(skillsDir, name) if info, err := os.Stat(skillDir); err != nil || !info.IsDir() { fmt.Fprintf(stderr, "skillctl audit security: skill %q not installed at %s\\n", name, skillDir)
G703	cmd/skillctl/export_kit_cmds.go	// Write everything. if err := os.WriteFile(filepath.Join(*outDir, skbName), skbBytes, 0o644); err != nil { fmt.Fprintf(stderr, "export-verification-kit: write skb: %v\\n", err)
G703	cmd/skillctl/pin_cmds.go	} if err := os.WriteFile(backup, existing, 0o644); err != nil { fmt.Fprintf(stderr, "skillctl pin install: backup %s: %v\\n", backup, err)
G703	cmd/skillctl/pin_cmds.go	} if err := os.WriteFile(staged, content, 0o600); err != nil { return "", err
G703	cmd/skillctl/pin_cmds.go	} if err := os.WriteFile(target, content, 0o644); err != nil { fmt.Fprintf(stderr, "skillctl pin install: write %s: %v\\n", target, err)
G703	cmd/skillctl/propose_cmds.go	skillMD := filepath.Join(skillDir, "SKILL.md") body, err := os.ReadFile(skillMD) if err != nil {
G703	cmd/skillctl/scan_body_cmds.go	func resolveSkillMD(dir string) (string, error) { info, err := os.Stat(dir) if err != nil {
G703	cmd/skillctl/scan_body_cmds.go	func scanBodyFile(skillMD string) (bodyscan.BodyScanReport, error) { raw, err := os.ReadFile(skillMD) if err != nil {
G703	cmd/skillctl/scan_body_cmds.go	p := filepath.Join(dir, c) if _, err := os.Stat(p); err == nil { return p, nil
G703	cmd/skillctl/scanner_cmds.go	// Read scan JSON. data, err := os.ReadFile(input) if err != nil {
G703	cmd/skillctl/scanner_cmds.go	func loadInventory(path string) (*model.Inventory, error) { data, err := os.ReadFile(path) if err != nil {
G703	cmd/skillctl/scanner_cmds.go	if outFile != "" { f, err := os.Create(outFile) if err != nil {
G703	cmd/skillctl/translog_cmds.go	if *outPath != "" { if err := os.WriteFile(*outPath, append(data, '\\n'), 0o644); err != nil { //nolint:gosec // receipt is public fmt.Fprintln(stderr, err)
G703	evaluation/cmd/results-md/main.go	f, err := os.Open(csvPath) if err != nil {
G703	evaluation/cmd/results-md/main.go	if err := os.WriteFile(mdPath, []byte(b.String()), 0o644); err != nil { fmt.Fprintf(os.Stderr, "results-md: write %s: %v\\n", mdPath, err)
G703	pkg/config/preferences.go	annotation := []byte("\\n# (Migrated to ~/.m3c-tools/preferences.env on first launch. See SPEC-0175.)\\n# This file is still read for back-compat but the canonical location is the new one.\\n") _ = os.WriteFile(legacy, append(data, annotation...), 0o600)
G703	pkg/config/preferences.go	} if err := os.WriteFile(canonical, data, 0o600); err != nil { return legacy, err
G703	pkg/config/profile.go	func ParseEnvFile(path string) (*Profile, error) { data, err := os.ReadFile(path) if err != nil {
G703	pkg/config/profile.go	if err := os.WriteFile(path, []byte(b.String()), 0600); err != nil { return fmt.Errorf("write profile %q: %w", name, err)
G703	pkg/config/profile.go	path := filepath.Join(pm.profilesDir(), name+".env") if _, err := os.Stat(path); os.IsNotExist(err) { return fmt.Errorf("profile %q does not exist", name)
G703	pkg/config/profile.go	} return os.Remove(path) }
G703	pkg/er1/audio.go	} data, err := os.ReadFile(p) if err != nil || len(data) == 0 {
G703	pkg/importer/scanner.go	err = filepath.Walk(absRoot, func(path string, info os.FileInfo, err error) error { if err != nil {
G703	pkg/importer/scanner.go	func ScanDir(root string) (*ScanResult, error) { info, err := os.Stat(root) if err != nil {
G703	pkg/plaud/auth.go	} if _, err := os.Stat(p); err == nil { return p
G703	pkg/session/session.go	} b, err := os.ReadFile(filepath.Join(dir, e.Name())) if err != nil {
G703	pkg/skillctl/consolidate/fixer.go	if err := os.WriteFile(path, []byte(newContent), info.Mode()); err != nil { return fmt.Errorf("writing %s: %w", path, err)
G703	pkg/skillctl/registry/install_trust_mode.go	skbName := strings.ReplaceAll(b.Name, string(filepath.Separator), "_") + ".skb" if err := os.WriteFile(filepath.Join(tmp, skbName), skb, 0o644); err != nil { cleanup()
G704	cmd/skillctl/revoke_cmds.go	// an attacker-controlled taint source. httpReq, err := http.NewRequest(http.MethodPost, endpoint, bytes.NewReader(body)) if err != nil {
G704	cmd/skillctl/revoke_cmds.go	resp, err := client.Do(httpReq) if err != nil {
G704	cmd/skillctl/scanner_cmds.go	resp, err := httpClient.Do(req) if err != nil {
G704	cmd/skillctl/scanner_cmds.go	url := target + "/api/v2/skills/usage" req, err := http.NewRequest(http.MethodPost, url, bytes.NewReader(body)) if err != nil {
G704	pkg/plaud/er1source.go	req, err := http.NewRequest("GET", endpoint, nil) if err != nil {
G704	pkg/plaud/er1source.go	} resp, err := client.Do(req) if err != nil {
G705	internal/thinking/api/auth.go	w.WriteHeader(http.StatusUnauthorized) _, _ = w.Write([]byte(fmt.Sprintf(`{"error":"unauthorized","detail":%q}`, msg))) }
G705	internal/thinking/api/server.go	} _, _ = w.Write(row) }
G706	cmd/m3c-tools/main.go	case plaud.TranscribeModeOff: log.Printf("[plaud] %s: no transcript, transcription off, audio only", recID) }
G706	cmd/m3c-tools/main.go	doTranscribe = true log.Printf("[plaud] %s: no transcript, requesting server transcription (queue mode)", recID) case plaud.TranscribeModeLazy:
G706	cmd/m3c-tools/main.go	if dlErr != nil { log.Printf("[plaud] download %s FAIL: %v", recID, dlErr) summary.Failed++
G706	cmd/m3c-tools/main.go	if err != nil { log.Printf("[screenshot] invalid M3C_SCREENSHOT_CLIPBOARD_TIMEOUT_SEC=%q; using default %ds", raw, int(defaultTimeout/time.Second)) return defaultTimeout
G706	cmd/m3c-tools/main.go	if err != nil { log.Printf("[screenshot] invalid M3C_SCREENSHOT_FOCUS_DELAY_MS=%q; using default %dms", raw, defaultDelay/time.Millisecond) return defaultDelay
G706	cmd/m3c-tools/main.go	if err != nil { log.Printf("[whisper] invalid timeout %q; using default %s", raw, defaultTimeout) return defaultTimeout
G706	cmd/m3c-tools/main.go	if plmBase != "" && (er1Cfg.APIKey != "" || deviceToken != "") { log.Printf("[timetracking] PLM connection: base=%s context=%s ssl=%v", plmBase, truncateForLog(er1Cfg.ContextID, 32), er1Cfg.VerifySSL)
G706	cmd/m3c-tools/main.go	if raw == "0" || raw == "false" || raw == "off" || raw == "no" { log.Printf("[whisper] preload disabled by M3C_WHISPER_PRELOAD=%q", raw) return
G706	cmd/m3c-tools/main.go	if recErr != nil { log.Printf("[plaud] get recording %s FAIL: %v", recID, recErr) summary.Failed++
G706	cmd/m3c-tools/main.go	if serverSynced > 0 { log.Printf("[plaud] server check: %d/%d already synced remotely", serverSynced, len(recordingIDs)) var filtered []string
G706	cmd/m3c-tools/main.go	if txErr != nil { log.Printf("[plaud] no Plaud transcript for %s: %v, transcribe_mode=%s", recID, txErr, cfg.TranscribeMode) } else {
G706	cmd/m3c-tools/main.go	if upErr != nil { log.Printf("[plaud] upload %s FAIL: %v, saving locally", recID, upErr) // Fallback: save to ~/plaud-sync/<recID>/ for later re-upload.
G706	cmd/m3c-tools/main.go	log.Printf("Launching menu bar app (title=%q, icon=%q, log=%q)", cfg.Title, cfg.IconPath, cfg.LogPath) app.Run()
G706	cmd/m3c-tools/main.go	tags = "todo.transcribe," + tags log.Printf("[plaud] %s: no transcript: tagged todo.transcribe (lazy mode)", recID) case plaud.TranscribeModeOff:
G706	cmd/m3c-tools/main.go	} else { log.Printf("[timetracking] PLM sync disabled (base=%q key_set=%v device_token=%v)", plmBase, er1Cfg.APIKey != "", deviceToken != "")
G706	cmd/m3c-tools/main.go	} log.Printf("[plaud] downloaded %d bytes (%s)", len(audioData), audioFmt)
G706	cmd/m3c-tools/main.go	} log.Printf("[plaud] downloading audio for %s (%s)...", recID, rec.Title) audioData, audioFmt, dlErr := client.DownloadAudio(recID)
G706	cmd/m3c-tools/main.go	} log.Printf("[plaud] got Plaud transcript for %s (%d chars, summary %d chars)", recID, len(tx.Text), len(tx.Summary)) }
G706	cmd/m3c-tools/main.go	} log.Printf("[plaud] saved locally to ~/plaud-sync/%s/", recID[:8]) // Record in tracking DB as locally saved.
G706	cmd/m3c-tools/main.go	} log.Printf("[plaud] upload %s DONE doc_id=%s", recID, resp.DocID)
G706	pkg/menubar/app.go	// registered at runtime: the decisive signal when "no icon" is reported. log.Printf("[menubar] menu bar state: icon_applied=%v image=%q title=%q icon_path=%q", iconApplied, state.Image, state.Title, a.Config.IconPath)
G706	pkg/menubar/fetch.go	} log.Printf("[fetch] using proxy: %s", redacted) return api
